"CERT","CITYST","COST","FAILDATE","FAILYR","ID","NAME","QBFASSET","QBFDEP","RESTYPE"
30965,"SAN DIEGO, CA",327146,"5/31/1985","1985","1000","CENTRAL S&LA",2308903,1680711,"ASSISTANCE"
18388,"FAIRFIELD, NE",1656,"5/31/1985","1985","1001","FAIRFIELD STATE BANK",6795,6034,"FAILURE"
5177,"LAKEFIELD, MN",9450,"5/31/1985","1985","1002","FIRST TRUST BANK OF LAKEFIELD",24288,22126,"FAILURE"
19117,"OAK, NE",165,"5/31/1985","1985","1003","SCROGGIN & COMPANY BANK",3552,3219,"FAILURE"
18738,"EDGAR, NE",1118,"5/31/1985","1985","1004","SECURITY STATE BANK",6570,6072,"FAILURE"
28621,"BEVERLY HILLS, CA",223825,"6/6/1985","1985","1005","SOUTHERN CALIFORNIA  S&LA",1492644,1263750,"ASSISTANCE"
31323,"NASHVILLE, TN",3638,"6/7/1985","1985","1006","COMMUNITY FS&LA",22747,18798,"FAILURE"
31674,"KNOXVILLE, TN",1529,"6/7/1985","1985","1007","MAGNOLIA FS&LA",4816,3649,"FAILURE"
18551,"RIVERTON, WY",10568,"6/11/1985","1985","1008","AMERICAN NATIONAL BANK OF RIVERTON",37937,39595,"FAILURE"
4657,"EDNA, KS",2827,"6/13/1985","1985","1009","THE FIRST STATE BANK",8325,8119,"FAILURE"
11613,"DODGEVILLE, WI",2,"6/14/1985","1985","1010","STRONG'S BANK",30733,28240,"FAILURE"
1602,"BENSON, MN",8386,"6/14/1985","1985","1011","SWIFT COUNTY BANK",41598,38007,"FAILURE"
10507,"DEXTER, KS",1280,"6/20/1985","1985","1012","FARMERS STATE BANK OF DEXTER",4267,4166,"FAILURE"
28745,"SAN CARLOS, CA",453308,"6/21/1985","1985","1013","EUREKA FS&LA",1570628,1364360,"ASSISTANCE"
4165,"OKLAHOMA CITY, OK",32615,"6/21/1985","1985","1014","FIRST CITY BANK, N.A.",97808,92708,"FAILURE"
22452,"NEW YORK, NY",0,"6/21/1985","1985","1015","GOLDEN PACIFIC NATIONAL BANK",146254,131418,"FAILURE"
13153,"URBANA, IA",810,"6/21/1985","1985","1016","URBANA SAVINGS BANK",7158,6325,"FAILURE"
31891,"NEW ORLEANS, LA",166227,"6/25/1985","1985","1017","AUDUBON S&LA",211301,222109,"FAILURE"
32015,"BATON ROUGE, LA",29713,"6/25/1985","1985","1018","COMMUNITY FS&LA",47936,46831,"FAILURE"
32098,"NEW ORLEANS, LA",53664,"6/25/1985","1985","1019","CRESCENT SAVINGS BANK",89114,83950,"FAILURE"
31480,"NEW ORLEANS, LA",73507,"6/25/1985","1985","1020","NEW ORLEANS S&LA",118050,105339,"FAILURE"
32029,"COVINGTON, LA",89333,"6/25/1985","1985","1021","NORTHLAKE S&LA",141383,148074,"FAILURE"
28913,"LAKE PROVIDENCE, LA",156154,"6/25/1985","1985","1022","SUN BELT FEDERAL BANK, FSB",278335,269111,"FAILURE"
31940,"SHAWNEE MSN, KS",16154,"6/26/1985","1985","1023","CENTURY SA",91832,44968,"ASSISTANCE"
4968,"TRACY CITY, TN",2912,"6/28/1985","1985","1024","FIRST BANK & TRUST",21123,19718,"FAILURE"
31839,"BATESVILLE, MS",4110,"7/1/1985","1985","1025","CITIZENS S&LA",18387,13257,"ASSISTANCE"
10510,"MADISON, KS",2479,"7/2/1985","1985","1026","MADISON BANK",8392,7739,"FAILURE"
14837,"JACKSONVILLE, AL",9086,"7/5/1985","1985","1027","THE FIRST NATIONAL BANK OF JACKSONVILLE",43290,39643,"FAILURE"
22163,"OKLAHOMA CITY, OK",6920,"7/11/1985","1985","1028","CROSSROADS STATE BANK",17776,17101,"FAILURE"
17962,"ESKRIDGE, KS",5324,"7/18/1985","1985","1029","ESKRIDGE STATE BANK",10137,9435,"FAILURE"
32016,"LAKE WORTH, FL",419225,"7/18/1985","1985","1030","SUNRISE, S&LA",1516512,1498748,"FAILURE"
3166,"DARROUZETT, TX",4130,"7/18/1985","1985","1031","THE FIRST NATIONAL BANK OF DAROUZZET",18213,11388,"FAILURE"
28504,"FLUSHING, NY",22906,"7/19/1985","1985","1032","FLUSHING FS&LA",527685,524880,"ASSISTANCE"
22851,"BLACK HAWK, CO",1330,"7/19/1985","1985","1033","GILPIN COUNTY BANK",3861,3481,"FAILURE"
10625,"LINNEUS, MO",2214,"7/19/1985","1985","1034","LINN COUNTY BANK",5381,5301,"FAILURE"
18928,"GLENROCK, WY",4459,"7/23/1985","1985","1035","FIRST NATIONAL BANK OF GLENROCK",18686,16463,"FAILURE"
4745,"ONAGA, KS",2229,"7/23/1985","1985","1036","THE FIRST NATIONAL BANK OF ONAGA",22379,22259,"FAILURE"
28490,"SAN MATEO, CA",829701,"7/25/1985","1985","1037","BELL  S&LA",1635150,1312477,"ASSISTANCE"
12423,"EL DORADO, KS",1455,"7/25/1985","1985","1038","CITIZENS STATE BANK OF EL DORADO",31185,29527,"FAILURE"
20699,"OVERLAND PARK, KS",6351,"7/25/1985","1985","1039","KANSAS AMERICAN BANK",25707,23888,"FAILURE"
18862,"HOUSTON, TX",3568,"8/1/1985","1985","1040","RIVERSIDE NATIONAL BANK OF HOUSTON",18365,17158,"FAILURE"
29071,"PENDLETON, OR",8800,"8/1/1985","1985","1041","WESTERN HERITAGE FS&LA",175148,134017,"ASSISTANCE"
29527,"TEMPLE, TX",177863,"8/2/1985","1985","1042","BELL SAVINGS BANC",185009,288045,"FAILURE"
11828,"RISING CITY, NE",320,"8/2/1985","1985","1043","FARMERS STATE BANK",12845,11929,"FAILURE"
10970,"ROUND LAKE, MN",7462,"8/2/1985","1985","1044","FARMERS STATE BANK OF ROUND LAKE",23210,20903,"FAILURE"
14180,"MINEOLA, IA",213,"8/6/1985","1985","1045","MINEOLA STATE BANK",5205,4928,"FAILURE"
29540,"SANTA ANA, CA",371337,"8/7/1985","1985","1046","BUTTERFIELD  S&LA",708261,768317,"ASSISTANCE"
18907,"MIDWEST CITY, OK",6913,"8/8/1985","1985","1047","SECURITY BANK & TRUST COMPANY",34976,33426,"FAILURE"
31906,"DENVER, CO",56310,"8/9/1985","1985","1048","SIERRA FS&LA",48363,81482,"FAILURE"
10085,"FARMERSVILLE, IL",2181,"8/9/1985","1985","1049","STATE BANK OF FARMERSVILLE",11984,12118,"FAILURE"
15380,"HERNDON, KS",1571,"8/14/1985","1985","1050","STATE BANK OF HERNDON",6237,5758,"FAILURE"
24761,"FARMERS BRANCH, TX",5328,"8/15/1985","1985","1051","PARK WEST BANK, N.A.",20544,18232,"FAILURE"
32055,"KALISPELL, MT",12908,"8/16/1985","1985","1052","MONTANA S&LA",26949,30360,"FAILURE"
55,"ANDALUSIA, AL",0,"8/16/1985","1985","1053","THE COMMERCIAL BANK",77816,76446,"ASSISTANCE"
31818,"GUERNEVILLE, CA",148930,"8/20/1985","1985","1054","CENTENNIAL  S&LA",368163,367831,"FAILURE"
32083,"KENNER, LA",147947,"8/23/1985","1985","1055","ALLIANCE FS&LA",188137,133989,"FAILURE"
10501,"BRONSON, KS",3042,"8/23/1985","1985","1056","THE BANK OF BRONSON",9604,9294,"FAILURE"
16084,"CARDWELL, MO",868,"8/28/1985","1985","1057","CARDWELL STATE BANK",6206,5664,"FAILURE"
19574,"HAYTI, MO",1367,"8/28/1985","1985","1058","MISSOURI DELTA BANK",9116,8112,"FAILURE"
31749,"PORTERVILLE, CA",96609,"8/28/1985","1985","1059","PRESIDIO  S&LA",284494,244890,"FAILURE"
16798,"HOBBS, NM",54020,"8/30/1985","1985","1060","MONCOR BANK, N.A.",229302,220340,"FAILURE"
28124,"SEATTLE, WA",100841,"8/30/1985","1985","1061","WESTSIDE FS&LA",378366,325085,"FAILURE"
27766,"MATTESON, IL",3000,"9/3/1985","1985","1062","CITIZENS FS&LA",133824,133506,"ASSISTANCE"
6096,"LORETTO, TN",3933,"9/4/1985","1985","1063","THE BANK OF LORETTO",25637,24782,"FAILURE"
23209,"CLIFTON, CO",2748,"9/6/1985","1985","1064","BANK OF CLIFTON",10887,9839,"FAILURE"
30676,"HOUSTON, TX",738898,"9/6/1985","1985","1065","HEIGHTS SAVINGS ASSOCIATION",436548,422018,"ASSISTANCE"
20490,"DICKSON, TN",1830,"9/12/1985","1985","1066","FIRST SECURITY BANK OF DICKSON",14785,14259,"FAILURE"
24106,"ROSWELL, NM",10629,"9/12/1985","1985","1067","MONCOR BANK, N.A.",33293,32901,"FAILURE"
21562,"RAMAPO, NY",0,"9/13/1985","1985","1068","THE FIRST NATIONAL BANK OF ROCKLAND",29482,25309,"FAILURE"
12743,"ELBA, NE",657,"9/18/1985","1985","1069","ELBA STATE BANK",4735,4217,"FAILURE"
30916,"GLEN ELLYN, IL",18485,"9/20/1985","1985","1070","GLEN ELLYN  S&LA",122108,101105,"ASSISTANCE"
1148,"SEDAN, KS",8340,"9/25/1985","1985","1071","THE SEDAN STATE BANK",28153,26586,"FAILURE"
31652,"SPRINGFIELD, VA",776,"9/27/1985","1985","1072","FAMILY FS&LA",57071,71193,"ASSISTANCE"
32207,"WINDSOR, CA",6070,"9/27/1985","1985","1073","GOLDEN PACIFIC S&LA",45574,46160,"ASSISTANCE"
4207,"TERRAL, OK",1723,"9/27/1985","1985","1074","THE FIRST NATIONLAL BANK IN TERRAL",4063,3948,"FAILURE"
18760,"DENTON, TX",8021,"9/27/1985","1985","1075","WESTERN STATE BANK",27831,23678,"FAILURE"
27873,"BATON ROUGE, LA",5250,"10/1/1985","1985","1076","BATON ROUGE S&LA",116047,93265,"ASSISTANCE"
15919,"NEW YORK, NY",334542,"10/1/1985","1985","1077","BOWERY SAVINGS BANK",5277472,5001932,"ASSISTANCE"
30922,"ALBERQUERQUE, NM",19536,"10/1/1985","1985","1078","SECURITY FS&LA",169057,167698,"ASSISTANCE"
24573,"HIALEAH GARDENS, FL",2699,"10/3/1985","1985","1079","TOWER BANK, N.A.",20523,19722,"FAILURE"
28422,"PORTLAND, ME",17500,"10/4/1985","1985","1080","SUN S&LA",231947,177079,"ASSISTANCE"
15756,"CANTON, OK",8576,"10/10/1985","1985","1081","BANK OF CANTON",22438,20609,"FAILURE"
525,"SARATOGA, WY",4260,"10/11/1985","1985","1082","SARATOGA STATE BANK",18470,16300,"FAILURE"
4602,"ST. JOSEPH, MO",27105,"10/11/1985","1985","1083","THE FIRST NATIONAL BANK OF ST. JOSEPH",193485,175895,"FAILURE"
2321,"AFTON, OK",2763,"10/17/1985","1985","1084","FARMERS STATE BANK IN AFTON",10794,9905,"FAILURE"
32032,"DAVIS, CA",137801,"10/18/1985","1985","1085","FARMERS SAVINGS BANK",590288,526353,"FAILURE"
12189,"KANARANZI, MN",997,"10/18/1985","1985","1086","FARMERS STATE BANK OF KANARANZI",3907,3823,"FAILURE"
14670,"JET, OK",5621,"10/18/1985","1985","1087","FIRST STATE BANK",12344,11495,"FAILURE"
19383,"OGDEN, UT",33895,"10/18/1985","1985","1088","THE CITIZENS BANK",93459,85512,"FAILURE"
23024,"EARLY, TX",3103,"10/18/1985","1985","1089","THE EARLY BANK",15846,15130,"FAILURE"
31841,"OAKRIDGE, TN",10399,"10/28/1985","1985","1090","SECURITY TRUST S&LA",28792,27192,"ASSISTANCE"
10116,"EARLY, IA",1192,"11/1/1985","1985","1091","EARLY SAVINGS BANK",12890,11935,"FAILURE"
27972,"CHEHALIS, WA",1763,"11/1/1985","1985","1092","LEWIS FS&LA",51877,52397,"ASSISTANCE"
23892,"AURORA, CO",7453,"11/1/1985","1985","1093","THE AURORA BANK",16567,15214,"FAILURE"
23218,"LANDER, WY",12300,"11/1/1985","1985","1094","YELLOWSTONE STATE BANK",18676,20774,"FAILURE"
14271,"AUBURN, IA",714,"11/8/1985","1985","1095","AUBURN SAVINGS BANK",6833,6647,"FAILURE"
18859,"HOUSTON, TX",12162,"11/8/1985","1985","1096","NORTHSHORE BANK",47187,43341,"FAILURE"
5550,"TEAGUE, TX",7904,"11/14/1985","1985","1097","FIRST NATIONAL BANK OF TEAGUE",31995,29155,"FAILURE"
4740,"OBERLIN, KS",3983,"11/21/1985","1985","1098","DECATAUR COUNTY NATIONAL BANK OF OBERLIN",18362,16786,"FAILURE"
8562,"CLARKSDALE, MO",1955,"11/21/1985","1985","1099","THE CLARKSDALE BANK OF CLARKDALE",6167,5847,"FAILURE"
2306,"DILL CITY, OK",6907,"11/21/1985","1985","1100","THE DILL STATE BANK",15459,14289,"FAILURE"
13160,"LA CROSSE, KS",10042,"11/21/1985","1985","1101","THE FARMERS AND MERCHANTS STATE BANK OF RU",32647,28914,"FAILURE"
20533,"LEO, IN",0,"11/22/1985","1985","1102","ALLEN COUNTY BANK AND TRUST COMPANY",10907,10524,"FAILURE"
21691,"SAN DIEGO, CA",3229,"11/22/1985","1985","1103","CALIFORNIA HERITAGE BANK",24114,22397,"FAILURE"
11931,"CHESTER, TX",2088,"11/22/1985","1985","1104","CHESTER STATE BANK",11722,10979,"FAILURE"
30952,"HEREFORD, TX",112620,"11/25/1985","1985","1105","HI-PLAINS  S&LA",114611,100507,"ASSISTANCE"
31761,"ANN ARBOR, MI",31089,"11/26/1985","1985","1106","USM (U.S. MUTUAL) S&LA",306069,286973,"FAILURE"
28890,"SEATTLE, WA",18018,"12/1/1985","1985","1107","CITIZENS FS&LA",461380,353209,"ASSISTANCE"
27622,"SIOUX CITY, IA",10000,"12/2/1985","1985","1108","HOME FS&LA",115303,117130,"ASSISTANCE"
30914,"PADUCAH, KY",21238,"12/2/1985","1985","1109","HOME FS&LA",106672,106091,"ASSISTANCE"
30731,"MOORHEAD, MN",48882,"12/2/1985","1985","1110","MIDLAND FS&LA",37978,40926,"ASSISTANCE"
31792,"SALEM, OR",85218,"12/4/1985","1985","1111","CITIZENS S&LA",239709,153498,"FAILURE"
1433,"BROKEN BOW, NE",1646,"12/5/1985","1985","1112","SECURITY STATE BANK",8040,7550,"FAILURE"
4115,"HENNESSY, OK",5501,"12/5/1985","1985","1113","THE FARMERS AND MERCHANTS NATIONAL BANK OF",28684,27452,"FAILURE"
31321,"HARRISON, AR",64079,"12/6/1985","1985","1114","GUARANTY S&LA",451432,316527,"FAILURE"
31354,"CORVALLIS, OR",249036,"12/6/1985","1985","1115","STATE  FS&LA",563862,443856,"FAILURE"
24449,"LAKE OZARK, MO",2090,"12/13/1985","1985","1116","LAKE NATIONAL BANK",19795,19130,"FAILURE"
12460,"EXETER, MO",1236,"12/13/1985","1985","1117","THE FARMERS STATE BANK OF BARRY COUNTY, EX",4203,4079,"FAILURE"
23977,"RUIDOSO, NM",16664,"12/13/1985","1985","1118","THE FIRST NATIONAL BANK IN LINCOLN COUNTY",32024,30697,"FAILURE"
18726,"PANAMA, NE",1416,"12/19/1985","1985","1119","BANK OF PANAMA",4376,4281,"FAILURE"
8596,"COMSTOCK, NE",785,"12/19/1985","1985","1120","FARMERS & MERCHANTS BANK",3324,3180,"FAILURE"
16732,"SARGENT, NE",1573,"12/19/1985","1985","1121","FARMERS STATE BANK",12474,11321,"FAILURE"
8299,"PRINCETON, MO",5818,"12/19/1985","1985","1122","PRINCETON STATE BANK",18366,16809,"FAILURE"
30507,"BROWNFIELD, TX",10973,"12/20/1985","1985","1123","BROWNFIELD  S&LA",64709,59940,"ASSISTANCE"
22698,"GLENDALE, CA",5899,"12/20/1985","1985","1124","FIRST CITY BANK",35813,28772,"FAILURE"
1917,"FROST, MN",2031,"12/20/1985","1985","1125","STATE BANK OF FROST",7736,6603,"FAILURE"
31117,"LUBBOCK, TX",1148063,"12/20/1985","1985","1126","STATE S&LA OF LUBBOCK",841612,815045,"ASSISTANCE"
16074,"WHITE PLAINS, NY",5723,"12/31/1985","1985","1127","HOME SAVINGS BANK",413948,405013,"ASSISTANCE"
30611,"TALAHASSEE, FL",12854,"12/31/1985","1985","1128","SUN FS&LA",367489,341031,"ASSISTANCE"
29406,"ASHTABULA, OH",,"1/2/1986","1986","1129","FIRST FS&LA",52751,55689,"ASSISTANCE"
8976,"CACHE, OK",4108,"1/9/1986","1986","1130","FIRST STATE BANK",20725,18897,"FAILURE"
32205,"MANHATTAN BEACH, CA",23812,"1/9/1986","1986","1131","MANHATTAN BEACH S&LA",51119,49569,"FAILURE"
4798,"WHITE CITY, KS",3408,"1/9/1986","1986","1132","THE FIRST NATIONAL BANK OF WHITE CITY",9607,9239,"FAILURE"
8147,"LAKE PROVIDENCE, LA",13622,"1/10/1986","1986","1133","BANK OF DIXIE",41444,36452,"FAILURE"
22670,"CASPER, WY",7066,"1/17/1986","1986","1134","AMERICAN BANK OF CASPER",20489,18905,"FAILURE"
21722,"METAIRIE, LA",15563,"1/17/1986","1986","1135","FIRST PROGRESSIVE BANK",39362,37908,"FAILURE"
22818,"SALT LAKE CITY, UT",537,"1/24/1986","1986","1136","PIONEER STATE BANK",11698,10893,"FAILURE"
22715,"SALT LAKE CITY, UT",10297,"1/24/1986","1986","1137","UTAH FIRSTBANK",38492,39601,"FAILURE"
32273,"ST. LOUIS, MO",100781,"1/30/1986","1986","1138","BOHEMIAN S&LA",242394,220643,"FAILURE"
32149,"LAS VEGAS, NV",3,"1/31/1986","1986","1139","GREAT WEST S&LA",52115,52223,"ASSISTANCE"
4422,"ALBIA, IA",13438,"2/6/1986","1986","1140","THE PEOPLES NATIONAL BANK & TRUST",51966,49408,"FAILURE"
31645,"KANSAS CITY, KS",24,"2/7/1986","1986","1141","CORONADO FS&LA",12728,13559,"ASSISTANCE"
11484,"TECUMSEH, NE",4818,"2/7/1986","1986","1142","JOHNSON COUNTY BANK",20173,19384,"FAILURE"
20572,"PLACENTIA, CA",0,"2/7/1986","1986","1143","VALENCIA BANK",101081,99181,"FAILURE"
32058,"EXETER, CA",29755,"2/12/1986","1986","1144","MT. WHITNEY S&LA",81642,83873,"FAILURE"
32006,"COSTA MESA, CA",743908,"2/14/1986","1986","1145","AMERICAN DIVERSIFIED SAVINGS BANK",978635,958953,"FAILURE"
25162,"DALLAS, TX",3208,"2/14/1986","1986","1146","EXECUTIVE CENTER BANK, N.A.",9911,9608,"FAILURE"
16740,"TIPTON, IA",665,"2/14/1986","1986","1147","FIRST NATIONAL BANK OF TIPTON",17896,18008,"FAILURE"
32215,"JACKSONVILLE BEACH, FL",33410,"2/14/1986","1986","1148","INTERCAPITAL S&LA",65233,70825,"FAILURE"
20859,"ST. PETERSBURG, FL",134893,"2/14/1986","1986","1149","PARK BANK OF FLORIDA",591667,577791,"FAILURE"
29920,"MOUNT PLEASANT, IA",98990,"2/21/1986","1986","1150","CAPITOL S&LA",192018,180527,"FAILURE"
23151,"ELK CITY, OK",7862,"2/21/1986","1986","1151","ELK CITY STATE BANK",22159,21408,"FAILURE"
19405,"DOUGLAS, WY",4103,"2/21/1986","1986","1152","FIRST NATIONAL BANK AT DOUGLAS",14020,14260,"FAILURE"
3224,"GORMAN, TX",5669,"2/27/1986","1986","1153","THE FIRST NATIONAL BANK OF GORMAN",14486,13623,"FAILURE"
13920,"PLAINVIEW, TX",1632,"3/6/1986","1986","1154","THE CITY NATIONAL BANK OF PLAINVIEW",48357,49606,"FAILURE"
5482,"TEKAMAH, NE",2204,"3/6/1986","1986","1155","THE FIRST NATIONAL BANK OF TEKAMAH",21166,20228,"FAILURE"
9391,"WINIGAN, MO",1270,"3/7/1986","1986","1156","THE CITIZENS BANK OF WINIGAN",6534,6209,"FAILURE"
31590,"CAMERON, TX",348177,"3/14/1986","1986","1157","BEN MILAM S&LA",306041,279080,"ASSISTANCE"
1405,"LAMBERTON, MN",3611,"3/14/1986","1986","1158","FARMERS & MERCHANTS ST BK OF LAMBERTON",17139,16196,"FAILURE"
31186,"WICHITA FALLS, TX",578793,"3/14/1986","1986","1159","MERCURY S&LA OF TEXAS",664049,601823,"ASSISTANCE"
31380,"REDDING, CA",-223,"3/20/1986","1986","1160","FIRST FS&LA OF REDDING",39642,41214,"ASSISTANCE"
31632,"OXNARD, CA",-185,"3/20/1986","1986","1161","HACIENDA FS&LA",34456,15545,"ASSISTANCE"
12667,"WILLIAMS, IA",359,"3/20/1986","1986","1162","WILLIAMS SAVINGS BANK",12847,11746,"FAILURE"
30966,"LONGVIEW, WA",3428,"3/21/1986","1986","1163","GUARANTY S&LA",22341,13877,"FAILURE"
11911,"MEMPHIS, TX",4708,"3/27/1986","1986","1164","FIRST STATE BANK",17008,16307,"FAILURE"
17616,"WHITE CLOUD, KS",1399,"3/27/1986","1986","1165","FIRST STATE BANK",6083,5597,"FAILURE"
9951,"STOCKHOLM, SD",991,"3/27/1986","1986","1166","STOCKHOLM STATE BANK",7154,6644,"FAILURE"
31927,"LOS ANGELES, CA",,"3/27/1986","1986","1167","WESTWOOD S&LA",583179,550570,"FAILURE"
22432,"OGDEN, UT",2764,"3/28/1986","1986","1168","FAMILY BANK",27979,24673,"FAILURE"
14389,"HUNTSVILLE, MO",4718,"3/28/1986","1986","1169","FARMERS & MERCHANTS BANK OF HUNTSVILLE",16603,17590,"FAILURE"
31702,"SAN FRANCISCO, CA",51973,"3/28/1986","1986","1170","UNITED BANK, SSB",590234,489667,"ASSISTANCE"
23190,"CARLSBAD, NM",10919,"4/3/1986","1986","1171","EDDY COUNTY NATIONAL BANK",30352,26541,"FAILURE"
22774,"EAST CHICAGO, IN",1180,"4/3/1986","1986","1172","INDUSTRIAL NATIONAL BANK OF EAST CHICAGO",8387,8146,"FAILURE"
30342,"HOUSTON, TX",1124399,"4/4/1986","1986","1173","MAINLAND  S&LA",1003281,873609,"FAILURE"
14308,"RUSTON, LA",2287,"4/10/1986","1986","1174","THE FIRST NATIONAL BANK OF RUSTON",31539,31047,"FAILURE"
4452,"DYERSVILLE, IA",11234,"4/10/1986","1986","1175","THE NATIONAL BANK",43038,39806,"FAILURE"
11451,"MERCER, MO",1987,"4/10/1986","1986","1176","THE PEOPLES BANK OF MERCER",10412,10456,"FAILURE"
23920,"LOS ANGELES, CA",10939,"4/11/1986","1986","1177","CENTER NATIONAL BANK",47721,45728,"FAILURE"
31943,"SAN RAFAEL, CA",117355,"4/14/1986","1986","1178","COLUMBUS S&LA",271460,295030,"ASSISTANCE"
31550,"BENTON, IL",25478,"4/14/1986","1986","1179","FIRST AMERICAN S&LA",80596,73477,"ASSISTANCE"
32059,"SAN FRANCISCO, CA",,"4/14/1986","1986","1180","GATEWAY SB",155852,166948,"FAILURE"
31989,"PARK CITY, UT",46076,"4/16/1986","1986","1181","SUMMIT S&LA",210684,180733,"FAILURE"
13925,"TALMAGE, KS",1530,"4/16/1986","1986","1182","THE TALMAGE STATE BANK",9258,8883,"ASSISTANCE"
21531,"ORLANDO, FL",14758,"4/18/1986","1986","1183","FLORIDA CENTER BANK",78891,72235,"FAILURE"
16943,"MAYNARDVILLE, TN",3473,"4/22/1986","1986","1184","UNION COUNTY BANK",32902,30436,"FAILURE"
18534,"IRVING, TX",5247,"4/24/1986","1986","1185","FIRST NATIONAL BANK OF IRVING",38462,37809,"FAILURE"
3088,"BANDERA, TX",2459,"4/24/1986","1986","1186","THE FIRST NATIONAL BANK OF BANDERA",15541,15062,"FAILURE"
28563,"ST. LOUIS, MO",1,"4/30/1986","1986","1187","WASHINGTON FIRST FS&LA",57463,60092,"ASSISTANCE"
4742,"NORTONVILLE, KS",2473,"5/1/1986","1986","1188","BANK OF NORTONVILLE",7249,6472,"FAILURE"
4426,"BEDFORD, IA",4648,"5/1/1986","1986","1189","THE BEDFORD NATIONAL BANK",19323,18365,"FAILURE"
4055,"CARTER, OK",1508,"5/1/1986","1986","1190","THE FIRST NATIONAL BANK OF CARTER",7344,6714,"FAILURE"
4215,"TULSA, OK",52895,"5/8/1986","1986","1191","BANK OF COMMERCE & TRUST COMPANY",182653,154279,"FAILURE"
2864,"MALAD CITY, ID",17244,"5/9/1986","1986","1192","FIRST BANK & TRUST OF IDAHO",55867,51885,"FAILURE"
19216,"RAINSVILLE, AL",566,"5/9/1986","1986","1193","RAINSVILLE BANK",17489,16081,"FAILURE"
24645,"LAGUNA HILLS, CA",3937,"5/15/1986","1986","1194","SADDLEBACK NATIONAL BANK",13454,13112,"FAILURE"
14767,"ST. FRANCIS, KS",8430,"5/15/1986","1986","1195","THE CITIZENS STATE BANK OF ST. FRANCIS",24189,22073,"FAILURE"
32199,"IRVINE, CA",36074,"5/22/1986","1986","1196","CONSOLIDATED SAVINGS BANK",84370,78422,"FAILURE"
20912,"ENGLEWOOD, CO",2050,"5/23/1986","1986","1197","CENTENNIAL STATE BANK OF COLORADO",20357,20210,"FAILURE"
16382,"EDINBURG, TX",21671,"5/23/1986","1986","1198","FIRST STATE BANK & TRUST COMPANY",137947,136979,"FAILURE"
20857,"SOUTH MIAMI, FL",58532,"5/23/1986","1986","1199","SUNSHINE STATE BANK",109404,103092,"FAILURE"
14034,"ROSELAND, NE",662,"5/28/1986","1986","1200","ROSELAND STATE BANK",12020,11237,"FAILURE"
4157,"NORMAN, OK",28732,"5/29/1986","1986","1201","THE FIRST NATIONAL BK & TR CO. OF NORMAN",73170,75727,"FAILURE"
25297,"LONE ROCK, IA",2200,"5/29/1986","1986","1202","THE LONE ROCK BANK, N.A.",7462,7165,"FAILURE"
22456,"MAYAGUEZ, PR",6985,"5/30/1986","1986","1203","BANCO DE AHORRO, F.S.B.",33961,30021,"FAILURE"
8315,"COLUMBIA FALLS, MT",18393,"5/30/1986","1986","1204","BANK OF COLUMBIA FALLS",41470,39228,"FAILURE"
32314,"CARLSBAD, CA",36562,"5/31/1986","1986","1205","SEAPOINTE S&LA",17343,37882,"FAILURE"
18093,"MCCRACKEN, KS",6008,"6/5/1986","1986","1206","THE CITIZENS ST BANK OF MCCRACKEN",11396,10691,"FAILURE"
28240,"BLACKSBURG, VA",3259,"6/6/1986","1986","1207","FIRST OF MONTGOMERY COUNTY",14512,15468,"ASSISTANCE"
31727,"WYTHEVILLE, VA",18928,"6/6/1986","1986","1208","MOUNTAIN SECURITY SB",125326,114335,"ASSISTANCE"
23807,"GLENROCK, WY",2314,"6/6/1986","1986","1209","SECURITY BANK OF GLENROCK",5993,5619,"FAILURE"
24296,"HOUSTON, TX",12647,"6/12/1986","1986","1210","PETROBANK, N.A.",35455,34624,"FAILURE"
8142,"BOSSIER CITY, LA",86182,"6/13/1986","1986","1211","BOSSIER BANK & TRUST COMPANY",215830,201871,"FAILURE"
21889,"SHREVEPORT, LA",27805,"6/13/1986","1986","1212","THE BANK OF COMMERCE",75430,74262,"FAILURE"
16683,"BORGER, TX",29463,"6/19/1986","1986","1213","FIRST NATIONAL BANK OF BORGER",80113,75196,"FAILURE"
4637,"CHANUTE, KS",9549,"6/19/1986","1986","1214","THE FIRST NATIONAL BANK OF CHANUTE",45414,46636,"FAILURE"
13050,"ALMA, WI",3258,"6/20/1986","1986","1215","THE AMERICAN BANK",40024,36175,"FAILURE"
22275,"LOUISVILLE, KY",405,"6/26/1986","1986","1216","CONTINENTAL NATIONAL BANK OF KENTUCKY",10088,10188,"FAILURE"
8765,"UNION, KY",1256,"6/26/1986","1986","1217","UNION DEPOSIT BANK",5766,4998,"FAILURE"
28149,"LORAIN, OH",138,"6/27/1986","1986","1218","CITIZENS HOME SAVINGS COMPANY",156119,168623,"ASSISTANCE"
257,"POCAHONTAS, IA",9936,"6/27/1986","1986","1219","COMMERCIAL STATE BANK",47880,42878,"FAILURE"
26439,"LOS ALAMITOS, CA",5352,"6/27/1986","1986","1220","ORANGE COAST THRIFT & LOAN ASSOCIATION",13966,12330,"FAILURE"
15896,"ROCHESTER, TX",3135,"6/27/1986","1986","1221","THE HOME STATE BANK",9157,8968,"FAILURE"
28491,"EUCLID, OH",176,"6/27/1986","1986","1222","THE STATE S&L CO.",381665,401807,"ASSISTANCE"
