"CERT","CITYST","COST","FAILDATE","FAILYR","ID","NAME","QBFASSET","QBFDEP","RESTYPE"
25052,"DENVER, CO",2442,"5/9/1990","1990","2755","CHANCERY NATIONAL BANK",15234,14917,"FAILURE"
19026,"DALLAS, TX",2305,"5/10/1990","1990","2756","COMMONWEALTH NATIONAL BANK",44494,45691,"FAILURE"
23527,"DENVER, CO",2224,"5/10/1990","1990","2757","DOMINION NATIONAL BANK OF DENVER",15317,14568,"FAILURE"
23699,"DESOTO, TX",8608,"5/10/1990","1990","2758","FIRST NATIONAL BANK OF DESOTO",24070,26512,"FAILURE"
16108,"GRAND SALINE, TX",6291,"5/10/1990","1990","2759","FIRST NATIONAL BANK OF GRAND SALINE",28574,28669,"FAILURE"
31508,"BREAUX BRIDGE, LA",1414,"5/11/1990","1990","2760","FIRST FSA OF BREAUX BRIDGE",20360,20901,"FAILURE"
32576,"CRAIG, CO",4904,"5/11/1990","1990","2761","GREAT WEST FEDERAL SAVINGS BANK",28089,31038,"FAILURE"
31134,"ARLINGTON, TX",41210,"5/11/1990","1990","2762","THE FEDERAL SAVINGS BANC FA",137288,124286,"FAILURE"
29182,"WINDOM, MN",43841,"5/11/1990","1990","2763","UNITED SAVINGS BANK, FSB",161452,133233,"FAILURE"
30147,"PATERSON, NJ",21053,"5/15/1990","1990","2764","UNITED SAVINGS FSB",245785,244812,"FAILURE"
5547,"TAYLOR, TX",10857,"5/17/1990","1990","2765","FIRST-TAYLOR NATIONAL BANK",74001,79791,"FAILURE"
3216,"GEORGETOWN, TX",32877,"5/17/1990","1990","2766","THE FIRST NATIONAL BANK OF GEORGETOWN",71615,70280,"FAILURE"
28944,"CONROE, TX",29614,"5/18/1990","1990","2767","FIRST FEDERAL SAVINGS OF CONROE",174251,146206,"FAILURE"
30432,"BORGER, TX",16565,"5/18/1990","1990","2768","FIRST FSA",63198,53681,"FAILURE"
29130,"JENNINGS, LA",10978,"5/18/1990","1990","2769","JENNINGS FSA",54070,55946,"FAILURE"
28811,"JONESBORO, LA",18829,"5/18/1990","1990","2770","JONESBORO FEDERAL SA",55046,54058,"FAILURE"
26862,"BOSTON, MA",95568,"5/18/1990","1990","2771","MERCHANTSBANK OF BOSTON, A CO-OP",392219,390997,"FAILURE"
30592,"DALLAS, TX",390465,"5/18/1990","1990","2772","SOUTHWEST SAVINGS ASSOCIATION",5325053,3767794,"FAILURE"
15366,"BROOKSHIRE, TX",3327,"5/24/1990","1990","2773","FARMERS STATE BANK OF BROOKSHIRE",19438,19590,"FAILURE"
11456,"ALBANY, MO",5583,"5/24/1990","1990","2774","GENTRY COUNTY BANK",42268,46328,"FAILURE"
24896,"HOUSTON, TX",34809,"5/24/1990","1990","2775","MEMORIAL BANK, NATIONAL ASSOCIATION",75928,73263,"FAILURE"
25100,"DALLAS, TX",4461,"5/24/1990","1990","2776","MIDWAY NATIONAL BANK",16389,17059,"FAILURE"
32056,"ORLANDO, FL",446120,"5/25/1990","1990","2777","AMERICAN PIONEER SAVINGS BANK",1613793,1375875,"FAILURE"
31938,"SILVIS, IL",-433,"5/25/1990","1990","2778","BANK USA, FEDERAL ASSOCIATION",22853,20859,"FAILURE"
31078,"CAGUAS, PR",231272,"5/25/1990","1990","2779","CAGAUS-CENTRAL FEDERAL SAVINGS",1639132,1255567,"FAILURE"
27980,"FORT SMITH, AR",45217,"5/25/1990","1990","2780","FIRST AMERICAN FEDERAL SAVINGS",450689,444172,"FAILURE"
29324,"NEW BRAUNFELS, TX",29593,"5/25/1990","1990","2781","FIRST FEDERAL SAVINGS & LOAN",232334,209021,"FAILURE"
31726,"ELGIN, TX",63199,"5/25/1990","1990","2782","REMINGTON FEDERAL SAVINGS ASSOC.",127005,113909,"FAILURE"
25909,"DENVER, CO",1677,"5/31/1990","1990","2783","ROCKY MOUNTAIN NATIONAL BANK",9203,8860,"FAILURE"
1193,"HUNTSVILLE, TX",11189,"5/31/1990","1990","2784","THE HUNTSVILLE NATIONAL BANK",107169,107969,"FAILURE"
23499,"LOS ANGELES, CA",3435,"5/31/1990","1990","2785","THE WILSHIRE BANK, NATIONAL ASSOC",24752,23915,"FAILURE"
28419,"ANNAPOLIS, MD",176938,"6/1/1990","1990","2786","FIRST ANNAPOLIS SAVINGS",720116,618270,"FAILURE"
32323,"SUNRISE, FL",7549,"6/1/1990","1990","2787","GREAT LIFE FSA",42727,36325,"FAILURE"
32315,"DEERFIELD BEACH, FL",64122,"6/1/1990","1990","2788","INVESTORS OF FLORIDA",282574,244856,"FAILURE"
28848,"WEATHERFORD, TX",15755,"6/1/1990","1990","2789","MUTUAL S & LA",104774,93295,"FAILURE"
3410,"CORPUS CHRISTI, TX",10430,"6/1/1990","1990","2790","NBC BANK- SOUTH TEXAS, NATIONAL",118358,126492,"FAILURE"
22404,"AUSTIN, TX",5786,"6/1/1990","1990","2791","NBC BANK-AUSTIN, NATIONAL ASSOC",33805,41824,"FAILURE"
19185,"BOERNE, TX",296,"6/1/1990","1990","2792","NBC BANK-BOERNE, NATIONAL ASSOC",53811,57099,"FAILURE"
20276,"HOUSTON, TX",115996,"6/1/1990","1990","2793","NBC BANK-HOUSTON, NATIONAL ASSOC",186247,284619,"FAILURE"
22685,"KERRVILLE, TX",4239,"6/1/1990","1990","2794","NBC BANK-KERRVILLE, NATIONAL ASSOC",26011,30750,"FAILURE"
15488,"MISSION, TX",0,"6/1/1990","1990","2795","NBC BANK-RIO GRANDE VALLEY, NA",138742,135221,"FAILURE"
5512,"SAN ANTONIO, TX",66106,"6/1/1990","1990","2796","NBC BANK-SAN ANTONIO, NATIONAL ASSOC",938232,877566,"FAILURE"
5524,"SEGUIN, TX",5647,"6/1/1990","1990","2797","NBC BANK-SEGUIN, NATIONAL ASSOC",63757,68258,"FAILURE"
19307,"UVALDE, TX",0,"6/1/1990","1990","2798","NBC BANK-UVALDE, NATIONAL ASSOC",35133,36165,"FAILURE"
2614,"MILFORD, MA",94699,"6/1/1990","1990","2799","THE HOME NATIONAL BANK OF MILFORD",461659,436259,"FAILURE"
31671,"SAN FRANCISCO, CA",3127,"6/1/1990","1990","2800","TIME FS & LA",57943,53942,"FAILURE"
25300,"CLIFTON, TX",1625,"6/7/1990","1990","2801","CLIFTON NATIONAL BANK",12139,12217,"FAILURE"
24496,"FORT WORTH, TX",0,"6/7/1990","1990","2802","HULEN NATIONAL BANK",11718,11705,"FAILURE"
20240,"HOUSTON, TX",11665,"6/7/1990","1990","2803","RICHMARK BANK",35194,35824,"FAILURE"
24724,"EL PASO, TX",6309,"6/7/1990","1990","2804","TEXAS NATIONAL BANK",131825,131684,"FAILURE"
30770,"MIDLAND, TX",14543,"6/8/1990","1990","2805","FIRST BANKERS TRUST",103645,93539,"FAILURE"
30390,"WORCESTER, MA",139459,"6/8/1990","1990","2806","HOME FEDERAL",235780,243512,"FAILURE"
28716,"DELPHI, IN",8121,"6/8/1990","1990","2807","HOMETOWN SAVINGS BANK FSB",64666,58653,"FAILURE"
23795,"BEVERLY HILLS, CA",3354,"6/8/1990","1990","2808","THE MERCHANTS BANK OF CALIFORNIA",62435,60994,"FAILURE"
24349,"AUSTIN, TX",14250,"6/14/1990","1990","2809","ALLIANCE BANK, NATIONAL ASSOCIATION",81144,85452,"FAILURE"
21187,"DEL CITY, OK",6995,"6/14/1990","1990","2810","EXCHANGE NATIONAL BANK OF DEL CITY",43160,39583,"FAILURE"
3012,"DENVER, CO",13507,"6/14/1990","1990","2811","NATIONAL CITY BANK OF DENVER",58350,65127,"FAILURE"
21476,"WIMBERLEY, TX",3836,"6/14/1990","1990","2812","THE WIMBERLEY BANK",23282,24293,"FAILURE"
24652,"PLANO, TX",26590,"6/14/1990","1990","2813","WILLOW BEND NATIONAL BANK",58945,66130,"FAILURE"
24683,"MIAMI, FL",3852,"6/15/1990","1990","2814","BANK M",10691,10719,"FAILURE"
31924,"NEWPORT, CA",9808,"6/15/1990","1990","2815","CHARTER SAVINGS BANK",313895,280368,"FAILURE"
31843,"METAIRIE, LA",51720,"6/15/1990","1990","2816","FIRST FEDERAL SAVINGS & LOAN",156335,134186,"FAILURE"
27890,"MOULTRIE, GA",2459,"6/15/1990","1990","2817","MOULTRIE SAVINGS BANK FSB",65753,52651,"FAILURE"
27617,"TRENTON, NJ",33795,"6/15/1990","1990","2818","UNITED S & L OF TRENTON",277721,277303,"FAILURE"
22852,"BUCKEYE, AZ",5768,"6/18/1990","1990","2819","FARMERS AND MERCHANTS BANK",23999,22382,"FAILURE"
24864,"TYLER, TX",3507,"6/21/1990","1990","2820","BANK OF EAST TEXAS",11049,11173,"FAILURE"
25089,"FARMERS BRANCH, TX",5164,"6/21/1990","1990","2821","CENTRE NATIONAL BANK-FARMERS BRANCH",39656,39179,"FAILURE"
26711,"AUSTIN, TX",1651,"6/21/1990","1990","2822","LAKELAND STATE BANK",12774,12760,"FAILURE"
24982,"CALDWELL, TX",3152,"6/21/1990","1990","2823","PEOPLES NATIONAL BANK",9649,10848,"FAILURE"
30353,"ALTON, IL",60667,"6/22/1990","1990","2824","GERMANIA BANK, FSB",785535,663333,"FAILURE"
31817,"GULFPORT, MS",34991,"6/22/1990","1990","2825","SOUTHERN FEDERAL BANK FOR SAVINGS",142792,93946,"FAILURE"
26180,"ELK CITY, OK",1362,"6/28/1990","1990","2826","AMERICAN NATIONAL BANK",14841,14775,"FAILURE"
25874,"BACLIFF, TX",1606,"6/28/1990","1990","2827","BACLIFF BANK, NATIONAL ASSOCIATION",7131,7758,"FAILURE"
23887,"OKLAHOMA CITY, OK",5620,"6/28/1990","1990","2828","BROOKWOOD NATIONAL BANK",26870,26784,"FAILURE"
23336,"AUSTIN, TX",7343,"6/28/1990","1990","2829","SOUTHWEST NATIONAL BANK",33621,33592,"FAILURE"
5566,"VALLEY VIEW, TX",1511,"6/28/1990","1990","2830","THE VALLEY VIEW NATIONAL BANK",12969,12958,"FAILURE"
32214,"STAMFORD, CT",55726,"6/29/1990","1990","2831","CHARTER SAVINGS & LOAN",102977,83347,"FAILURE"
22320,"BOSTON, MA",212298,"6/29/1990","1990","2832","ELIOT SAVINGS BANK",479461,468006,"FAILURE"
31640,"JACKSON, MS",21956,"6/29/1990","1990","2833","FIRST JACKSON FSB",116519,91386,"FAILURE"
28044,"MARIETTA, OH",1018,"6/29/1990","1990","2834","PIONEER FS & LA",9466,9113,"FAILURE"
22409,"MONTGOMERY TWNSP, NJ",0,"6/29/1990","1990","2835","THE MONTGOMERY NATIONAL BANK",92628,91622,"FAILURE"
27632,"SAN ANTONIO, TX",53149,"6/29/1990","1990","2836","TRAVIS SAVINGS & LOAN ASSOC.",321705,273507,"FAILURE"
32168,"AUSTIN, TX",45045,"6/29/1990","1990","2837","WINDSOR SAVINGS ASSOC.",108825,102713,"FAILURE"
32037,"SALT LAKE CITY, UT",218,"7/5/1990","1990","2838","HOME SB, FSB",12775,9890,"FAILURE"
22062,"BRONX, NY",56133,"7/6/1990","1990","2839","CAPITAL NATIONAL BANK",158197,145767,"FAILURE"
31957,"LANCASTER, PA",1,"7/6/1990","1990","2840","HERITAGE FSA",48819,50638,"FAILURE"
90242,"MILFORD, MA",135232,"7/6/1990","1990","2841","MILFORD SAVINGS BANK",328062,297787,"FAILURE"
26387,"GREENVILLE, TX",6898,"7/12/1990","1990","2842","AMERICAN NATIONAL BANK OF GREENVILLE",29081,29473,"FAILURE"
15274,"IREDELL, TX",2441,"7/12/1990","1990","2843","IREDELL STATE BANK",10020,10072,"FAILURE"
28023,"BATON ROUGE, LA",116785,"7/13/1990","1990","2844","CAPITOL-UNION FSA",392790,322633,"FAILURE"
28787,"WICHITA FALLS, TX",8176,"7/13/1990","1990","2845","NORTH TEXAS FSA",96995,95941,"FAILURE"
29240,"NATCHITOCHES, LA",17078,"7/13/1990","1990","2846","PROGRESSIVE SB",50232,46512,"FAILURE"
29023,"SUMMIT, IL",-21,"7/13/1990","1990","2847","SUMMIT FIRST S & LA",57798,55837,"FAILURE"
22583,"NIAGARA FALLS, NY",0,"7/13/1990","1990","2848","THE PERMANENT SAVINGS BANK",329994,319311,"FAILURE"
32208,"HATTIESBURG, MS",22638,"7/20/1990","1990","2849","CHARTER BANK, A FSB",130831,68851,"FAILURE"
29865,"NEW ORLEANS, LA",19070,"7/20/1990","1990","2850","COMMONWEALTH SAVINGS ASSOC.",44046,44346,"FAILURE"
30140,"RED BANK, NJ",52532,"7/20/1990","1990","2851","MAINSTAY FEDERAL SAVINGS",226096,165855,"FAILURE"
31269,"VIDALIA, LA",0,"7/20/1990","1990","2852","UNITED FS & LA",18949,18880,"FAILURE"
24410,"ODESSA, TX",3895,"7/26/1990","1990","2853","BANK OF ODESSA",14364,14707,"FAILURE"
15740,"WILSON, OK",1754,"7/26/1990","1990","2854","BANK OF WILSON",12982,13046,"FAILURE"
18787,"DALLAS, TX",24659,"7/26/1990","1990","2855","CONTINENTAL BANK",135476,136013,"FAILURE"
25605,"PURCELL, OK",1476,"7/26/1990","1990","2856","FIRST NATIONAL BANK",10915,11094,"FAILURE"
32239,"PENSACOLA, FL",31553,"7/27/1990","1990","2857","CITIZENS & BUILDERS FS",119184,97890,"FAILURE"
27788,"FAYETTEVILLE, NC",8529,"7/27/1990","1990","2858","GUARANTY SAVINGS BANK FSB",53900,49904,"FAILURE"
30843,"CORAL GABLES, FL",251452,"7/27/1990","1990","2859","PROFESSIONAL SAVINGS BANK",695604,618411,"FAILURE"
32578,"DES MOINES, IA",20411,"7/27/1990","1990","2860","STATESMAN BANK FOR SAVINGS, FSB",540440,445078,"FAILURE"
25229,"SEABROOK, NH",1511,"7/27/1990","1990","2861","U.S. SAVINGS BANK OF AMERICA",12416,12068,"FAILURE"
31444,"VIENNA, VA",134507,"7/31/1990","1990","2862","UNITED FSB",415606,352744,"FAILURE"
16392,"BATON ROUGE, LA",6211,"8/2/1990","1990","2863","AMERICAN BANK & TRUST COMPANY",351544,319815,"FAILURE"
18250,"WACO, TX",33119,"8/2/1990","1990","2864","UNITED BANK OF WACO, NATIONAL ASSOC",250030,254242,"FAILURE"
31956,"BROWNSVILLE, TX",5217,"8/3/1990","1990","2865","AMIGO FS & LA",20745,20836,"FAILURE"
30312,"WINFIELD, IL",6305,"8/3/1990","1990","2866","HOMETOWN FSA",46450,39362,"FAILURE"
31851,"COOKEVILLE, TN",10908,"8/3/1990","1990","2867","TENNESSEE FEDERAL SAVINGS BANK",40020,36049,"FAILURE"
18623,"CORPUS CHRISTI, TX",19713,"8/9/1990","1990","2868","FIRST NATIONAL BANK OF CORPUS CHRISTI",117002,116535,"FAILURE"
29826,"MT. CARMEL, IL",1804,"8/10/1990","1990","2869","AMERICAN SA OF MT. CARMEL",11851,11763,"FAILURE"
20816,"BEVERLY HILLS, CA",43448,"8/10/1990","1990","2870","FIRST PACIFIC BANK",118841,113212,"FAILURE"
30893,"NACOGDOCHES, TX",11442,"8/10/1990","1990","2871","SUPERIOR FEDERAL SAVINGS BANK",80206,77541,"FAILURE"
2092,"WASHINGTON, DC",224314,"8/10/1990","1990","2872","THE NATIONAL BANK OF WASHINGTON",1650969,1268268,"FAILURE"
18290,"OKLAHOMA CITY, OK",4060,"8/16/1990","1990","2873","CAPITOL BANK & TRUST",33095,32512,"FAILURE"
17240,"DENVER, CO",11198,"8/16/1990","1990","2874","CHERRY CREEK NATIONAL BANK",85818,94612,"FAILURE"
26609,"HOUSTON, TX",9036,"8/16/1990","1990","2875","CITY NATIONAL BANK",35577,39313,"FAILURE"
32371,"HARTFORD, CT",3240,"8/17/1990","1990","2876","FINANCIAL SAVINGS OF HARTFORD FSB",21927,17578,"FAILURE"
29297,"TUSCOLA, IL",1997,"8/17/1990","1990","2877","FIRST FSA OF TUSCOLA",23179,23414,"FAILURE"
29499,"ROCK SPRINGS, WY",1290,"8/22/1990","1990","2878","SWEETWATER FS & LA",11625,11705,"FAILURE"
32220,"TAMARAC, FL",52119,"8/24/1990","1990","2879","AMBASSADOR FS & LA",184143,161964,"FAILURE"
29603,"BROKEN ARROW, OK",4952,"8/24/1990","1990","2880","BROKEN ARROW SAVINGS ASSOC.",26929,23243,"FAILURE"
29371,"TEMPLE, TX",39539,"8/24/1990","1990","2881","FIRST FS & LA",315404,327353,"FAILURE"
23402,"DEL RIO, TX",3606,"8/30/1990","1990","2882","AMERICAN BANK OF COMMERCE, NA",17389,17482,"FAILURE"
10350,"BAY CITY, TX",22330,"8/30/1990","1990","2883","BAY CITY BANK & TRUST CO.",79609,82719,"FAILURE"
26776,"PLANO, TX",3917,"8/30/1990","1990","2884","CHISHOLM NATIONAL BANK",20886,21192,"FAILURE"
25301,"EL CAMPO, TX",10160,"8/30/1990","1990","2885","CITIZENS NATIONAL BANK",51326,53206,"FAILURE"
26953,"PLANO, TX",1896,"8/30/1990","1990","2886","FIRST BANK OF PLANO",9248,9612,"FAILURE"
24293,"AUSTIN, TX",2208,"8/30/1990","1990","2887","SECURITY NATIONAL BANK",15067,15790,"FAILURE"
3299,"LEVELLAND, TX",9446,"8/30/1990","1990","2888","THE FIRST NATIONAL BANK OF LEVELLAND",62249,64398,"FAILURE"
29493,"ATLANTA, TX",8365,"8/31/1990","1990","2889","ATLANTA FSA",89379,89555,"FAILURE"
32181,"NEW YORK, NY",628535,"8/31/1990","1990","2890","ENSIGN BANK, FSB",1780403,1468703,"FAILURE"
32070,"SANTA FE, NM",57392,"8/31/1990","1990","2891","FIRST AMERICAN SAVINGS BANK, FSB",123625,108866,"FAILURE"
29118,"WINNFIELD, LA",6312,"8/31/1990","1990","2892","FIRST FSA",54747,51102,"FAILURE"
16219,"SAN ANTONIO, TX",4009,"9/6/1990","1990","2893","NORTHSIDE BANK",54654,53617,"FAILURE"
27667,"EL PASO, TX",142525,"9/7/1990","1990","2894","EL PASO FEDERAL SAVINGS",433067,370359,"FAILURE"
31887,"LUCEDALE, MS",9001,"9/7/1990","1990","2895","FIRST CITY FSB",41726,38043,"FAILURE"
4178,"PAWNEE, OK",2338,"9/12/1990","1990","2896","THE PAWNEE NATIONAL BANK",14206,14628,"ASSISTANCE"
25872,"CLARKSVILLE, TX",1648,"9/13/1990","1990","2897","CITIZENS BANK",15876,15963,"FAILURE"
22505,"CROSBY, ND",77,"9/13/1990","1990","2898","FIRST NATIONAL BANK OF CROSBY",12433,12335,"FAILURE"
26686,"KENNEDALE, TX",7429,"9/13/1990","1990","2899","FIRST NATIONAL BANK OF KENNEDALE",27485,27733,"FAILURE"
24295,"FORT WORTH, TX",8808,"9/13/1990","1990","2900","WESTERN NATIONAL BANK",34013,35168,"FAILURE"
26373,"KERRVILLE, TX",2787,"9/14/1990","1990","2901","CITIZENS NATIONAL BANK",12791,13076,"FAILURE"
32590,"HEMPSTEAD, TX",1670,"9/14/1990","1990","2902","FIRST SB OF HEMPSTEAD",35355,30879,"FAILURE"
22642,"INGRAM, TX",1308,"9/14/1990","1990","2903","INGRAM STATE BANK",23452,23216,"FAILURE"
26654,"IRVING, TX",5791,"9/20/1990","1990","2904","CITY NATIONAL BANK OF IRVING",32126,33768,"FAILURE"
14609,"COMANCHE, TX",7167,"9/20/1990","1990","2905","FIRST COMANCHE BANK",33116,34942,"FAILURE"
10714,"RISING STAR, TX",2710,"9/20/1990","1990","2906","FIRST STATE BANK OF RISING STAR",13983,13876,"FAILURE"
31080,"EDINBURG, TX",34252,"9/21/1990","1990","2907","HIDALGO SAVINGS & LOAN",154818,122038,"FAILURE"
28586,"TRENTON, NJ",18614,"9/21/1990","1990","2908","MERCER SAVINGS BANK",92695,83408,"FAILURE"
28366,"HYANNIS, MA",192078,"9/21/1990","1990","2909","SENTRY FEDERAL SAVINGS BANK",735467,588534,"FAILURE"
32274,"SULPHUR SPRINGS, TX",6951,"9/21/1990","1990","2910","TEXAS COMMERCIAL SA",27674,26846,"FAILURE"
29315,"NEW YORK, NY",76827,"9/21/1990","1990","2911","YORKVILLE FEDERAL SAVINGS",344684,347042,"FAILURE"
26475,"FORT WORTH, TX",9334,"9/27/1990","1990","2912","FORT WORTH STATE BANK",20689,22222,"FAILURE"
27042,"LEWISVILLE, TX",1592,"9/27/1990","1990","2913","GREAT WESTERN NATIONAL BANK",13377,13321,"FAILURE"
24301,"HOUSTON, TX",2603,"10/4/1990","1990","2914","WOODWAY BANK AND TRUST, NA",35375,35365,"FAILURE"
21619,"WEST ORANGE, NJ",12808,"10/5/1990","1990","2915","MOUNTAIN RIDGE STATE BANK",51426,50209,"FAILURE"
11789,"NATCHITOCHES, LA",12577,"10/5/1990","1990","2916","THE PEOPLES BANK & TRUST COMPANY",117050,115765,"FAILURE"
26225,"LAMPASAS, TX",6474,"10/11/1990","1990","2917","UNITED PEOPLES BANK",32673,32826,"FAILURE"
32064,"N. MIAMI BEACH, FL",13022,"10/12/1990","1990","2918","INTERNATIONAL FS & LA",84250,81464,"FAILURE"
22064,"BOSTON, MA",138008,"10/19/1990","1990","2919","FIRST AMERICAN BANK FOR SAVINGS",526176,489285,"FAILURE"
32255,"PLANTATION, FL",46894,"10/19/1990","1990","2920","GOLD COAST SAVINGS BANK",151694,141804,"FAILURE"
31518,"RICHMOND, VA",124237,"10/19/1990","1990","2921","HERITAGE SAVINGS BANK, FSB",888751,726199,"FAILURE"
20863,"MCALLEN, TX",2875,"10/19/1990","1990","2922","METROPOLITAN NATIONAL BANK",19851,20103,"FAILURE"
18236,"DANIELSON, CT",30802,"10/19/1990","1990","2923","THE BROOKLYN SAVINGS BANK",130931,93816,"FAILURE"
28464,"CLEVELAND, OH",20620,"10/23/1990","1990","2924","SUPERIOR FSA",95923,57964,"FAILURE"
4976,"JACKSON, TN",5155,"10/25/1990","1990","2925","FIRST NATIONAL BANK OF JACKSON",73684,69932,"FAILURE"
32403,"SAN ANTONIO, TX",39109,"10/26/1990","1990","2926","CITY SAVINGS & LOAN",182972,182869,"FAILURE"
32177,"SAN DIEGO, CA",7700,"10/26/1990","1990","2927","RANCHO BERNARDO FED. SAV. BANK",118634,113127,"FAILURE"
13245,"SHEYENNE, ND",826,"10/26/1990","1990","2928","THE FARMERS AND MERCHANTS BANK OF SHEYENNE",2899,2867,"FAILURE"
25180,"BENBROOK, TX",5882,"11/1/1990","1990","2929","TRINITY NATIONAL BANK",21468,21903,"FAILURE"
30984,"BOONVILLE, MO",2876,"11/2/1990","1990","2930","BOONSLICK S & LA",70151,70060,"FAILURE"
28719,"MANSFIELD, LA",8470,"11/2/1990","1990","2931","DESOTO FS & LA",63885,63147,"FAILURE"
25763,"DALLAS, TX",20594,"11/2/1990","1990","2932","LONE STAR NATIONAL BANK",34211,42529,"FAILURE"
30593,"RIVERSIDE, NJ",57205,"11/2/1990","1990","2933","RIVERSIDE SAVINGS BANK",177838,144964,"FAILURE"
32479,"NEW BRAUNFELS, TX",3579,"11/9/1990","1990","2934","EXECUTIVE BANC SA",16183,15514,"FAILURE"
28608,"ST. PETERSBURG, FL",393637,"11/9/1990","1990","2935","FLORIDA FEDERAL SAVINGS BANK",4115008,2271190,"FAILURE"
19316,"NEW YORK, NY",12327,"11/9/1990","1990","2936","FREEDOM NATIONAL BANK OF NEW YORK",110444,101021,"FAILURE"
32234,"KENNER, LA",9539,"11/9/1990","1990","2937","LOUISIANA FEDERAL SAVINGS BANK",58810,50470,"FAILURE"
30223,"SOMMERS POINT, NJ",81662,"11/15/1990","1990","2938","ACTION FEDERAL SAVINGS",261969,199017,"FAILURE"
21518,"DUNCANVILLE, TX",5880,"11/15/1990","1990","2939","WESTERN BANK",39838,39563,"FAILURE"
29207,"LAS VEGAS, NM",14413,"11/16/1990","1990","2940","FIRST FEDERAL SAVINGS ASSOC.",55433,41409,"FAILURE"
32184,"MONTEBELLO, CA",3322,"11/16/1990","1990","2941","LIBERTY FEDERAL SAVINGS BANK",53786,51693,"FAILURE"
32344,"CHARLOTTE, NC",23647,"11/16/1990","1990","2942","SOUTHEASTERN SAVINGS BANK",422279,367628,"FAILURE"
18851,"ARLINGTON, TX",5113,"11/29/1990","1990","2943","BANK OF ARLINGTON",63605,59795,"FAILURE"
1204,"MADISONVILLE, TX",1617,"11/29/1990","1990","2944","FARMERS STATE BANK OF MADISONVILLLE",34847,34565,"FAILURE"
31616,"JOURDANTON, TX",7091,"11/30/1990","1990","2945","ATASCOSA SA",34662,32918,"FAILURE"
22690,"ELY, MN",1460,"11/30/1990","1990","2946","BOUNDARY WATERS STATE BANK",13426,13413,"FAILURE"
29003,"NEW YORK, NY",3943,"11/30/1990","1990","2947","EDISON FSA",140107,115788,"FAILURE"
28821,"NACOGDOCHES, TX",22259,"11/30/1990","1990","2948","FIRST FSA OF NACOGDOCHES",61907,51776,"FAILURE"
29466,"PARAGOULD, AR",24622,"11/30/1990","1990","2949","FIRST SA",64124,46665,"FAILURE"
31827,"TYLER, TX",4901,"11/30/1990","1990","2950","FIRST SOUTHWEST FS & LA",51219,45339,"FAILURE"
31058,"HOUSTON, TX",1700654,"11/30/1990","1990","2951","SAN JACINTO SAVINGS",2869629,2894745,"FAILURE"
30122,"TUSKEGEE, AL",15266,"11/30/1990","1990","2952","TUSKEGEE S & LA",31836,28475,"FAILURE"
26383,"PARKER, CO",763,"12/6/1990","1990","2953","DOUGLAS COUNTY NATIONAL BANK",5371,5325,"FAILURE"
31053,"ANDREWS, TX",10983,"12/7/1990","1990","2954","ANDREWS SAVINGS & LOAN ASSOC.",126078,109694,"FAILURE"
29827,"MINEOLA, NY",247559,"12/7/1990","1990","2955","CENTRAL FEDERAL SAVINGS",890776,848439,"FAILURE"
29958,"RALEIGH, NC",55713,"12/7/1990","1990","2956","FIRST FEDERAL SAVINGS",520377,427460,"FAILURE"
24105,"ROWLETT, TX",6512,"12/7/1990","1990","2957","FIRST NATIONAL BANK OF ROWLETT",20509,21351,"FAILURE"
21631,"HARKER HEIGHTS, TX",4720,"12/7/1990","1990","2958","HEIGHTS BANK",28752,27025,"FAILURE"
27700,"TEXARCANA, AR",11185,"12/7/1990","1990","2959","TEXARKANA FS & LA",40379,43171,"FAILURE"
90201,"GARDNER, MA",68035,"12/12/1990","1990","2960","NEW ENGLAND ALLBANK FOR SAVINGS",173269,172263,"FAILURE"
26835,"ALEXANDRIA, LA",4130,"12/13/1990","1990","2961","BANK OF COMMERCE",19650,19943,"FAILURE"
9469,"LEXINGTON, OK",883,"12/13/1990","1990","2962","FIRST STATE BANK",7477,7581,"FAILURE"
11558,"BRENHAM, TX",9368,"12/13/1990","1990","2963","WASHINGTON COUNTY STATE BANK",77722,77526,"FAILURE"
29457,"LOWELL, MA",321340,"12/14/1990","1990","2964","COMFED SAVINGS BANK",1402978,931868,"FAILURE"
28809,"ST. LOUIS, MO",305919,"12/14/1990","1990","2965","COMMUNITY FS & LA",1977010,2282847,"FAILURE"
28473,"HAMMONTON, NJ",28260,"12/14/1990","1990","2966","EMPIRE SAVINGS BANK",219328,193704,"FAILURE"
23074,"TUSTIN, CA",23931,"12/14/1990","1990","2967","FAR WESTERN BANK",154318,150711,"FAILURE"
25125,"BOCA RATON, FL",27269,"12/14/1990","1990","2968","FIRST COMMERCIAL BANK OF FLORIDA",171578,164103,"FAILURE"
31126,"LAS VEGAS, NV",-248,"12/14/1990","1990","2969","FRONTIER SAVINGS ASSOCIATION",252407,247450,"FAILURE"
31137,"WAUKEGAN, IL",19573,"12/14/1990","1990","2970","HOME FEDERAL BANK FOR SAVINGS",348106,196099,"FAILURE"
30645,"TRENTON, NJ",6,"12/14/1990","1990","2971","OLD BOROUGH SAVINGS & LOAN",133547,117224,"FAILURE"
28143,"BERWYN, IL",73945,"12/14/1990","1990","2972","OLYMPIC FEDERAL SAVINGS",1054382,683656,"FAILURE"
23104,"DALLAS, TX",6295,"12/14/1990","1990","2973","PEOPLES STATE BANK",30262,30597,"FAILURE"
