date,adjclose
2007-01-03,41.25394058227539
2007-01-04,40.567039489746094
2007-01-05,39.09223937988281
2007-01-08,39.75893020629883
2007-01-09,39.35487747192383
2007-01-10,39.633670806884766
2007-01-11,40.9630126953125
2007-01-12,42.074161529541016
2007-01-16,41.77920913696289
2007-01-17,42.46609878540039
2007-01-18,42.42973327636719
2007-01-19,42.688331604003906
2007-01-22,41.49636459350586
2007-01-23,42.369117736816406
2007-01-24,43.12471008300781
2007-01-25,41.28221130371094
2007-01-26,42.34488296508789
2007-01-29,41.35494613647461
2007-01-30,43.027732849121094
2007-01-31,42.02568054199219
2007-02-01,45.24599075317383
2007-02-02,45.90863800048828
2007-02-05,46.34501647949219
2007-02-06,47.22989273071289
2007-02-07,46.7773551940918
2007-02-08,47.50465393066406
2007-02-09,46.50663757324219
2007-02-12,45.45609664916992
2007-02-13,46.773311614990234
2007-02-14,48.385494232177734
2007-02-15,48.93904495239258
2007-02-16,49.29865264892578
2007-02-20,48.526912689208984
2007-02-21,48.244075775146484
2007-02-22,49.961299896240234
2007-02-23,49.06429672241211
2007-02-26,49.64613723754883
2007-02-27,44.54697799682617
2007-02-28,45.629844665527344
2007-03-01,44.567176818847656
2007-03-02,44.652034759521484
2007-03-05,43.23379898071289
2007-03-06,46.66421127319336
2007-03-07,47.39555740356445
2007-03-08,48.28447723388672
2007-03-09,46.42583084106445
2007-03-12,47.87234115600586
2007-03-13,44.97123336791992
2007-03-14,45.12881088256836
2007-03-15,45.928836822509766
2007-03-16,45.08436584472656
2007-03-19,47.26626205444336
2007-03-20,47.77537155151367
2007-03-21,49.084503173828125
2007-03-22,49.45219039916992
2007-03-23,47.799617767333984
2007-03-26,46.66018295288086
2007-03-27,46.52280044555664
2007-03-28,46.82987976074219
2007-03-29,46.97130584716797
2007-03-30,46.013694763183594
2007-04-02,46.41773986816406
2007-04-03,48.082454681396484
2007-04-04,48.171348571777344
2007-04-05,48.00568389892578
2007-04-09,48.17942810058594
2007-04-10,49.08854675292969
2007-04-11,47.62586975097656
2007-04-12,49.59764862060547
2007-04-13,48.603675842285156
2007-04-16,47.96123123168945
2007-04-17,46.84200668334961
2007-04-18,47.8198127746582
2007-04-19,47.29454040527344
2007-04-20,48.00164031982422
2007-04-23,46.732906341552734
2007-04-24,46.48643493652344
2007-04-25,45.45609664916992
2007-04-26,46.36521530151367
2007-04-27,46.01773452758789
2007-04-30,45.3187141418457
2007-05-01,45.67832946777344
2007-05-02,46.58744812011719
2007-05-03,46.57533645629883
2007-05-04,45.25810623168945
2007-05-07,44.62778854370117
2007-05-08,44.47829055786133
2007-05-09,45.56922912597656
2007-05-10,44.97123336791992
2007-05-11,47.399600982666016
2007-05-14,47.31070327758789
2007-05-15,47.7794075012207
2007-05-16,48.99156951904297
