date,adjclose
2007-01-02,13.830108642578125
2007-01-03,14.386316299438477
2007-01-04,13.153632164001465
2007-01-05,11.966047286987305
2007-01-08,12.44709587097168
2007-01-09,11.93598461151123
2007-01-10,11.424869537353516
2007-01-11,11.259511947631836
2007-01-12,11.364740371704102
2007-01-15,11.650362968444824
2007-01-16,11.830754280090332
2007-01-17,11.800689697265625
2007-01-18,11.560165405273438
2007-01-19,11.199378967285156
2007-01-22,11.485004425048828
2007-01-23,11.43990707397461
2007-01-24,11.740560531616211
2007-01-25,11.620296478271484
2007-01-26,11.319647789001465
2007-01-29,11.409842491149902
2007-01-30,11.530102729797363
2007-01-31,11.349709510803223
2007-02-01,11.259511947631836
2007-02-02,11.003954887390137
2007-02-05,10.928790092468262
2007-02-06,10.898726463317871
2007-02-07,11.364740371704102
2007-02-08,11.575196266174316
2007-02-09,11.469971656799316
2007-02-12,11.785655975341797
2007-02-13,11.545132637023926
2007-02-14,11.43990707397461
2007-02-15,11.454937934875488
2007-02-16,11.635330200195312
2007-02-21,11.695462226867676
2007-02-22,11.635330200195312
2007-02-23,11.424869537353516
2007-02-26,11.244477272033691
2007-02-27,10.928790092468262
2007-02-28,10.643168449401855
2007-03-01,10.312447547912598
2007-03-02,10.011796951293945
2007-03-05,9.711138725280762
2007-03-06,10.101991653442383
2007-03-07,10.222254753112793
2007-03-08,10.462777137756348
2007-03-09,10.417680740356445
2007-03-12,10.748397827148438
2007-03-13,10.658202171325684
2007-03-14,10.462777137756348
2007-03-15,10.643168449401855
2007-03-16,10.537940979003906
2007-03-19,10.628137588500977
2007-03-20,10.688265800476074
2007-03-21,10.688265800476074
2007-03-22,10.793498039245605
2007-03-23,11.139248847961426
2007-03-26,11.214410781860352
2007-03-27,11.379775047302246
2007-03-28,11.259511947631836
2007-03-29,11.43990707397461
2007-03-30,11.515067100524902
2007-04-02,11.424869537353516
2007-04-03,11.454937934875488
2007-04-04,11.770625114440918
2007-04-10,11.951018333435059
2007-04-11,12.146443367004395
2007-04-12,12.8379487991333
2007-04-13,13.093501091003418
2007-04-16,13.379125595092773
2007-04-17,13.213764190673828
2007-04-18,13.048404693603516
2007-04-19,12.62748908996582
2007-04-20,12.537296295166016
2007-04-23,12.8379487991333
2007-04-24,12.822915077209473
2007-04-25,12.732717514038086
2007-04-26,12.792850494384766
2007-04-27,12.6425199508667
2007-04-30,12.582392692565918
2007-05-02,12.56735610961914
2007-05-03,12.822915077209473
2007-05-04,13.055618286132812
2007-05-07,13.4182767868042
2007-05-08,13.252058982849121
2007-05-09,13.524046897888184
2007-05-10,13.796037673950195
2007-05-11,13.478717803955078
2007-05-14,14.38536262512207
2007-05-15,14.143586158752441
2007-05-16,14.158698081970215
2007-05-17,14.022706031799316
2007-05-18,14.022706031799316
2007-05-21,13.947151184082031
2007-05-22,13.916930198669434
2007-05-23,14.204031944274902
2007-05-25,13.705376625061035
2007-05-28,13.705376625061035
2007-05-29,13.584491729736328
2007-05-30,13.206727027893066
2007-05-31,13.675156593322754
2007-06-01,14.128477096557617
2007-06-04,14.219141960144043
2007-06-05,14.38536262512207
2007-06-06,14.234251976013184
2007-06-07,14.158698081970215
2007-06-08,13.871593475341797
2007-06-11,13.96225643157959
2007-06-12,13.96225643157959
2007-06-13,13.96225643157959
2007-06-14,14.219141960144043
2007-06-15,14.657355308532715
2007-06-18,15.775540351867676
2007-06-20,15.609321594238281
2007-06-21,16.259082794189453
2007-06-22,17.286603927612305
2007-06-25,17.256385803222656
2007-06-26,16.68217658996582
2007-06-27,16.183528900146484
2007-06-28,16.74262237548828
2007-06-29,16.74262237548828
2007-07-03,16.98439598083496
2007-07-04,16.863506317138672
2007-07-05,16.651954650878906
2007-07-06,16.848392486572266
2007-07-09,17.347049713134766
2007-07-10,17.739927291870117
2007-07-11,17.78525733947754
2007-07-12,18.555910110473633
2007-07-13,19.145219802856445
2007-07-16,18.60123634338379
2007-07-17,18.782567977905273
2007-07-18,18.51057243347168
2007-07-19,18.45013427734375
2007-07-20,18.91855812072754
2007-07-23,19.099885940551758
2007-07-24,19.84030532836914
2007-07-25,19.885643005371094
2007-07-26,20.036745071411133
2007-07-27,19.175439834594727
2007-07-30,19.583433151245117
2007-07-31,20.520292282104492
2007-08-01,19.613649368286133
2007-08-02,19.296329498291016
2007-08-03,19.704307556152344
2007-08-06,18.782567977905273
2007-08-07,18.63145637512207
2007-08-08,19.492759704589844
2007-08-09,19.402095794677734
2007-08-10,18.51057243347168
2007-08-13,18.81278419494629
2007-08-14,19.281211853027344
2007-08-15,18.571016311645508
2007-08-16,17.921255111694336
2007-08-17,17.52837562561035
2007-08-20,19.145219802856445
2007-08-21,19.613649368286133
2007-08-22,20.82250213623047
2007-08-23,21.39671516418457
2007-08-24,22.33357048034668
2007-08-27,23.995742797851562
2007-08-28,23.88970375061035
2007-08-29,23.60187339782715
2007-08-30,23.96544647216797
2007-08-31,24.571401596069336
2007-09-03,24.20782470703125
2007-09-04,23.753366470336914
2007-09-05,23.46553611755371
2007-09-06,24.177528381347656
2007-09-07,24.632001876831055
2007-09-10,24.435060501098633
2007-09-11,24.162378311157227
2007-09-12,24.38961410522461
2007-09-13,24.783491134643555
2007-09-14,25.96509552001953
2007-09-17,26.540748596191406
2007-09-18,27.41937828063965
2007-09-19,29.67655372619629
2007-09-20,29.509918212890625
2007-09-21,29.328128814697266
2007-09-24,30.358245849609375
2007-09-25,30.570337295532227
2007-09-27,32.96385192871094
2007-09-28,32.50938415527344
2007-10-02,35.44825744628906
2007-10-03,33.47890853881836
2007-10-04,32.0549201965332
2007-10-05,33.266822814941406
2007-10-08,32.17610549926758
2007-10-09,32.90325164794922
2007-10-10,33.690982818603516
2007-10-11,33.93338394165039
2007-10-12,33.297122955322266
2007-10-15,33.60010528564453
2007-10-16,33.02444839477539
2007-10-17,33.66069412231445
2007-10-18,32.448787689208984
2007-10-22,31.20659065246582
2007-10-23,32.41849899291992
2007-10-24,32.327598571777344
2007-10-25,33.02444839477539
2007-10-26,32.17610549926758
2007-10-29,32.66087341308594
2007-10-30,32.751766204833984
2007-10-31,32.448787689208984
2007-11-01,32.47909164428711
2007-11-02,31.691349029541016
2007-11-05,30.388547897338867
2007-11-06,30.146163940429688
2007-11-07,30.23705291748047
2007-11-08,29.297832489013672
2007-11-09,28.373760223388672
2007-11-12,26.540748596191406
2007-11-13,27.176998138427734
2007-11-14,28.873666763305664
2007-11-15,28.752477645874023
2007-11-16,27.283044815063477
2007-11-19,26.419551849365234
2007-11-20,26.783123016357422
2007-11-21,25.43487548828125
2007-11-22,24.404762268066406
2007-11-23,24.05634117126465
2007-11-26,24.571401596069336
2007-11-27,23.783666610717773
2007-11-28,23.632169723510742
2007-11-29,25.207656860351562
2007-11-30,26.10143280029297
2007-12-03,26.374107360839844
2007-12-04,26.631641387939453
2007-12-05,27.0255069732666
2007-12-06,27.692060470581055
2007-12-07,27.3436336517334
2007-12-10,26.980066299438477
2007-12-11,27.26788902282715
2007-12-12,26.64678192138672
2007-12-13,26.23777198791504
2007-12-14,24.87437629699707
2007-12-17,24.116933822631836
2007-12-18,23.90485382080078
2007-12-19,24.192676544189453
2007-12-20,24.419906616210938
2007-12-21,24.844078063964844
2007-12-24,25.60152816772461
2007-12-27,25.64697265625
2007-12-28,25.23795509338379
2007-12-31,25.32883644104004
2008-01-02,25.02586555480957
2008-01-03,24.268423080444336
2008-01-04,24.450212478637695
2008-01-07,23.874549865722656
2008-01-08,23.64731788635254
2008-01-09,24.20782470703125
2008-01-10,23.88970375061035
2008-01-11,23.510984420776367
2008-01-14,23.177711486816406
2008-01-15,22.6020450592041
2008-01-16,20.89023780822754
2008-01-17,21.935501098632812
2008-01-18,22.011245727539062
2008-01-21,20.617555618286133
2008-01-22,18.1785945892334
2008-01-23,19.76922607421875
2008-01-24,18.951183319091797
2008-01-25,20.663002014160156
2008-01-28,19.239011764526367
2008-01-29,18.602766036987305
2008-01-30,17.390853881835938
2008-01-31,16.45162582397461
2008-02-01,16.845491409301758
2008-02-04,18.87544059753418
2008-02-05,18.633060455322266
2008-02-06,17.11817741394043
2008-02-11,16.587966918945312
2008-02-12,16.360736846923828
2008-02-13,16.300140380859375
2008-02-14,17.451448440551758
2008-02-15,17.79987335205078
2008-02-18,17.405996322631836
2008-02-19,18.01195526123047
2008-02-20,17.693832397460938
2008-02-21,17.60293960571289
2008-02-22,17.13332748413086
2008-02-25,16.830347061157227
2008-02-26,16.996986389160156
2008-02-27,18.36037826538086
2008-02-28,18.633060455322266
